Cell,Mutation,MOI,dataSet,SCALING_timeRange,SCALING_intensityMin,SCALING_intensityMax,SCALING_intensityRange,DEC_dataInputName,DEC_intensityMaximum,DEC_threshold_minimum_for_intensity_maximum,DEC_test_minimum_for_intensity_maximum,DEC_intensityRange,DEC_threshold_intensity_range,DEC_test_intensity_range,DEC_decisonSteps,DEC_decision,SM_maximum_N_Estimate,SM_maximum_Std_Error,SM_maximum_t_value,SM_maximum_Pr_t,SM_slopeParam_N_Estimate,SM_slopeParam_Std_Error,SM_slopeParam_t_value,SM_slopeParam_Pr_t,SM_midPoint_N_Estimate,SM_midPoint_Std_Error,SM_midPoint_t_value,SM_midPoint_Pr_t,SM_residual_Sum_of_Squares,SM_log_likelihood,SM_AIC_value,SM_BIC_value,SM_isThisaFit,SM_startVector_maximum,SM_startVector_slopeParam,SM_startVector_midPoint,SM_model,SM_additionalParameters,SM_maximum_Estimate,SM_slopeParam_Estimate,SM_midPoint_Estimate,SM_dataInputName,SM_betterFit,SM_correctFit,SM_totalFit,SM_maximum_x,SM_maximum_y,SM_midPoint_x,SM_midPoint_y,SM_slope,SM_incrementTime,SM_startPoint_x,SM_startPoint_y,SM_reachMaximum_x,SM_reachMaximum_y,DSM_finalAsymptoteIntensityRatio_N_Estimate,DSM_finalAsymptoteIntensityRatio_Std_Error,DSM_finalAsymptoteIntensityRatio_t_value,DSM_finalAsymptoteIntensityRatio_Pr_t,DSM_maximum_N_Estimate,DSM_maximum_Std_Error,DSM_maximum_t_value,DSM_maximum_Pr_t,DSM_slope1Param_N_Estimate,DSM_slope1Param_Std_Error,DSM_slope1Param_t_value,DSM_slope1Param_Pr_t,DSM_midPoint1Param_N_Estimate,DSM_midPoint1Param_Std_Error,DSM_midPoint1Param_t_value,DSM_midPoint1Param_Pr_t,DSM_slope2Param_N_Estimate,DSM_slope2Param_Std_Error,DSM_slope2Param_t_value,DSM_slope2Param_Pr_t,DSM_midPointDistanceParam_N_Estimate,DSM_midPointDistanceParam_Std_Error,DSM_midPointDistanceParam_t_value,DSM_midPointDistanceParam_Pr_t,DSM_residual_Sum_of_Squares,DSM_log_likelihood,DSM_AIC_value,DSM_BIC_value,DSM_isThisaFit,DSM_startVector_finalAsymptoteIntensityRatio,DSM_startVector_maximum,DSM_startVector_slope1Param,DSM_startVector_midPoint1Param,DSM_startVector_slope2Param,DSM_startVector_midPointDistanceParam,DSM_model,DSM_additionalParameters,DSM_finalAsymptoteIntensityRatio_Estimate,DSM_maximum_Estimate,DSM_slope1Param_Estimate,DSM_midPoint1Param_Estimate,DSM_slope2Param_Estimate,DSM_midPointDistanceParam_Estimate,DSM_dataInputName,DSM_betterFit,DSM_correctFit,DSM_totalFit,DSM_maximum_x,DSM_maximum_y,DSM_midPoint1_x,DSM_midPoint1_y,DSM_midPoint2_x,DSM_midPoint2_y,DSM_slope1,DSM_slope2,DSM_finalAsymptoteIntensity,DSM_incrementTime,DSM_startPoint_x,DSM_startPoint_y,DSM_reachMaximum_x,DSM_warning_reachMaximum_cor,DSM_reachMaximum_y,DSM_decrementTime,DSM_startDeclinePoint_x,DSM_startDeclinePoint_y,DSM_endDeclinePoint_x,DSM_endDeclinePoint_y,DEC_test_name,DEC_test_sm_modelCheck,DEC_test_dsm_modelCheck,DEC_test_dataScalingParameters,DEC_test_sigmoidalFit,DEC_test_doublesigmoidalFit,DEC_test_sigmoidalAdditionalParameters,DEC_test_doublesigmoidalAdditionalParameters,DEC_threshold_AIC,DEC_sigmoidalAIC,DEC_test_sigmoidalAIC,DEC_doublesigmoidalAIC,DEC_test_doublesigmoidalAIC,DEC_dsm_maximum_x,DEC_timeRange,DEC_test_dsm_maximum_x,DEC_sm_tmax_IntensityRatio,DEC_threshold_sm_tmax_IntensityRatio,DEC_test_sm_tmax_IntensityRatio,DEC_dsm_tmax_IntensityRatio,DEC_threshold_dsm_tmax_IntensityRatio,DEC_test_dsm_tmax_IntensityRatio,DEC_sm_startPoint_x,DEC_test_sm_startPoint_x,DEC_dsm_startPoint_x,DEC_test_dsm_startPoint_x,DEC_sm_startIntensity,DEC_threshold_t0_max_int,DEC_test_sm_startIntensity,DEC_dsm_startIntensity,DEC_test_dsm_startIntensity,COMB_maximum_x,COMB_maximum_y,COMB_midPoint1_x,COMB_midPoint1_y,COMB_slope1,COMB_incrementTime,COMB_startPoint_x,COMB_startPoint_y,COMB_reachMaximum_x,COMB_reachMaximum_y,COMB_midPoint2_x,COMB_midPoint2_y,COMB_slope2,COMB_finalAsymptoteIntensity,COMB_decrementTime,COMB_startDeclinePoint_x,COMB_startDeclinePoint_y,COMB_endDeclinePoint_x,COMB_endDeclinePoint_y,DSM_warning_startDeclinePoint_cor
1916,WT,2000,SCV099,24,0.254519441,3.70710916,3.452589719,1916,3.70710916,0.4,TRUE,3.452589719,0.1,TRUE,1c_3a_8,double_sigmoidal,0.522636111618082,0.0656975683899986,7.95518197135656,9.09302224762601e-10,67.995605867492,122.13592260616,0.556720778101878,0.580819902111248,0.327455459898214,0.0301352211523331,10.8662039758372,1.66755440055938e-13,5.21396766993504,-15.6523884100061,39.3047768200121,46.3495772827864,TRUE,1.49222005354241,47.8458651799662,0.563350583440624,1,TRUE,2.05896750675072,2.83315024447883,7.85893103755715,1916,1,20,25,NA,2.05896750675072,7.85893103755715,1.02948375337536,1.4583410737812,1.41185593944235,7.15300306783597,0,8.56485900727832,2.05896750675072,0.0491354341933942,0.01559100077338,3.1515253515533,0.00321316795475096,0.903629499745767,0.0134001965878745,67.4340479872839,2.48122423824802e-40,41.8922484967002,4.75761144449054,8.80531102328937,1.30598380725144e-10,0.35564353604434,0.00311977919555804,113.996380433175,9.98642762060939e-49,180,36.9656705492201,4.86938279018443,2.11051892274076e-05,0.381929388756712,0.00380085966386196,100.485001429556,1.04774867482598e-46,0.0871285498962331,72.3194148757725,-130.638829751545,-118.31042894169,TRUE,0.517570757074282,0.562410028930753,169.72605615265,0.565055697530042,119.518869663964,0.369204393911641,1,TRUE,0.0491354341933942,3.37438136160735,1.74551035402918,8.53544486506416,7.5,9.16630533016109,1916,4,20,52,15.8135888823255,3.37438136160735,8.53544055322194,1.68719065253619,17.7017652466979,1.77000680599898,1.4725099178492,-6.01610840532303,0.165801693336674,2.29158481087591,7.38964814778398,0,9.68123295865989,NA,3.37438136160735,0.533331424917764,17.4350995342391,3.37438136160735,17.9684309591568,0.165801693336674,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,39.3047768200121,FALSE,-130.638829751545,TRUE,15.8135888823255,24,TRUE,1,0.85,TRUE,0.0491354341933942,0.75,TRUE,7.15300306783597,TRUE,7.38964814778398,TRUE,4.40404389623984e-10,0.05,TRUE,1.14227122716675e-06,TRUE,15.8135888823255,3.37438136160735,8.53544055322194,1.68719065253619,1.4725099178492,2.29158481087591,7.38964814778398,0,9.68123295865989,3.37438136160735,17.7017652466979,1.77000680599898,-6.01610840532303,0.165801693336674,0.533331424917764,17.4350995342391,3.37438136160735,17.9684309591568,0.165801693336674,NA
1917,WT,2000,SCV099,24,2.25386277073994e-17,0.47782199,0.47782199,1917,0.47782199,0.4,TRUE,0.47782199,0.1,TRUE,1c_3a_8,double_sigmoidal,0.477211713143391,0.0665097399883772,7.17506508410326,1.07116569608943e-08,180,530.821104828594,0.339097293537572,0.736310291235437,0.361675294548747,0.0262750543376909,13.7649684716326,9.20760919764605e-17,5.29044481409657,-15.965454496168,39.930908992336,46.9757094551103,TRUE,1.30621723355725,89.7727953749104,0.275343310353346,1,TRUE,0.228022250425484,7.5,8.68020706916993,1917,6,20,27,NA,0.228022250425484,8.68020706916993,0.114011125212742,0.427541719547783,0.533333333333333,8.41354040250327,0,8.9468737358366,0.228022250425484,0,0.0225294289218838,0,1,0.839053221138407,0.0164306620431074,51.0663063324577,6.53686187866027e-36,180,65.9544736210708,2.72915528117405,0.00966056043733581,0.369228425633613,0.00261830084815199,141.018334808323,3.88050728141376e-52,180,46.7944598013335,3.84660920895748,0.000456721081906774,0.370044134618282,0.00383256339417719,96.5526454645186,4.56408123788061e-46,0.157196853065445,59.6319585434944,-105.263917086989,-92.9355162771339,TRUE,0.99356328160502,0.965000532846898,138.585226009372,0.510161169129424,68.5936424064567,0.267512070445809,1,TRUE,0,0.400918079840264,7.5,8.86148221520671,7.5,8.88105923083878,1917,4,20,51,13.3020118306261,0.400918079840264,8.86147309889166,0.200452186991022,17.7425409954361,0.200459378652826,0.751721398793934,-0.751721399672167,0,0.533333333976522,8.5948064319034,0,9.12813976587992,NA,0.400918079840264,0.533333333353431,17.4758743287594,0.400918079840264,18.0092076621129,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,39.930908992336,FALSE,-105.263917086989,TRUE,13.3020118306261,24,TRUE,1,0.85,TRUE,4.15099389448648e-21,0.75,TRUE,8.41354040250327,TRUE,8.5948064319034,TRUE,1.21543569941099e-29,0.05,TRUE,5.48730923119637e-30,TRUE,13.3020118306261,0.400918079840264,8.86147309889166,0.200452186991022,0.751721398793934,0.533333333976522,8.5948064319034,0,9.12813976587992,0.400918079840264,17.7425409954361,0.200459378652826,-0.751721399672167,0,0.533333333353431,17.4758743287594,0.400918079840264,18.0092076621129,0,NA
1918,WT,2000,SCV099,24,2.12436127709225e-17,3.62753536914758e-15,3.60629175637666e-15,1918,3.62753536914758e-15,0.4,FALSE,3.60629175637666e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1919,WT,2000,SCV099,24,1.65698083583266e-18,3.8494558957985e-15,3.84779891496267e-15,1919,3.8494558957985e-15,0.4,FALSE,3.84779891496267e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1920,WT,2000,SCV099,24,2.69134955015033e-18,3.19554836386617e-15,3.19285701431602e-15,1920,3.19554836386617e-15,0.4,FALSE,3.19285701431602e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1921,WT,2000,SCV099,24,5.91627205256373e-17,3.40625072851971e-15,3.34708800799407e-15,1921,3.40625072851971e-15,0.4,FALSE,3.34708800799407e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1922,WT,2000,SCV099,24,1.42459467984736e-17,3.62281497066658e-15,3.60856902386811e-15,1922,3.62281497066658e-15,0.4,FALSE,3.60856902386811e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1923,WT,2000,SCV099,24,9.42631342913955e-18,3.84871743008237e-15,3.83929111665323e-15,1923,3.84871743008237e-15,0.4,FALSE,3.83929111665323e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1924,WT,2000,SCV099,24,3.05524643044919e-18,3.55284734186068e-15,3.54979209543023e-15,1924,3.55284734186068e-15,0.4,FALSE,3.54979209543023e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1925,WT,2000,SCV099,24,1.13464901456609e-17,4.04677352710925e-15,4.03542703696359e-15,1925,4.04677352710925e-15,0.4,FALSE,4.03542703696359e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1926,WT,2000,SCV099,24,3.5404483624734e-17,0.299245569,0.299245569,1926,0.299245569,0.4,FALSE,0.299245569,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1927,WT,2000,SCV099,24,1.15685562836006e-17,0.364362389,0.364362389,1927,0.364362389,0.4,FALSE,0.364362389,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,WT,2000,SCV099,24,2.44231224758551e-17,0.285212713,0.285212713,1928,0.285212713,0.4,FALSE,0.285212713,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,WT,2000,SCV099,24,7.89807270979509e-17,3.733094947,3.733094947,1929,3.733094947,0.4,TRUE,3.733094947,0.1,TRUE,1c_3a_8,double_sigmoidal,0.563048229167933,0.0553304688127905,10.1760972073632,1.16457426618997e-12,79.9012456148897,131.072732819576,0.609594718108726,0.545577719657069,0.216540013304738,0.023631953439789,9.16301793909896,2.2568617700925e-11,4.39656582398487,-11.9862648854531,31.9725297709063,39.0173302336805,TRUE,0.336815221421421,27.082968217372,0.43753384730313,1,TRUE,2.10191249922411,3.32921856728707,5.19696031931372,1929,4,20,24,NA,2.10191249922411,5.19696031931372,1.05095624961205,1.74943152980742,1.20148314661706,4.59621874600519,0,5.79770189262225,2.10191249922411,0.132665492665935,0.0331000054828264,4.00802026255758,0.000284770989546857,0.97920314979395,0.0290007529778678,33.7647491615558,2.1059563314141e-29,34.7223964473717,5.87217495133411,5.91303847980262,8.23453247137718e-07,0.246631162224539,0.00580394229354241,42.4937309419748,5.24599639388304e-33,16.5579984730759,3.04277642905645,5.44174008808475,3.58015790882489e-06,0.404519820384938,0.0146513628477665,27.6097059767108,2.73086439985273e-26,0.233505383169563,51.1242737390212,-88.2485474780425,-75.9201466681875,TRUE,0.712740799877793,0.701010697055608,13.0885768843768,0.251509410673752,107.163308560178,0.11938944701571,1,TRUE,0.132665492665935,3.65545833058228,1.44676651864049,5.91914789338895,0.689916603044828,9.7084756892385,1929,5,20,45,9.40358590731937,3.65545833058228,5.89340950584786,1.82772813628486,15.6850378166943,2.0702057520678,1.34523581138043,-0.557673510592771,0.484953180346495,2.71733646967902,4.53474127100835,0,7.25207774068737,NA,3.65545833058228,5.68523533933993,12.8424201470243,3.65545833058228,18.5276554863643,0.484953180346495,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,31.9725297709063,FALSE,-88.2485474780425,TRUE,9.40358590731937,24,TRUE,1,0.85,TRUE,0.135400379446519,0.75,TRUE,4.59621874600519,TRUE,4.53474127100835,TRUE,6.43474085473385e-08,0.05,TRUE,0.000711871722263047,TRUE,9.40358590731937,3.65545833058228,5.89340950584786,1.82772813628486,1.34523581138043,2.71733646967902,4.53474127100835,0,7.25207774068737,3.65545833058228,15.6850378166943,2.0702057520678,-0.557673510592771,0.484953180346495,5.68523533933993,12.8424201470243,3.65545833058228,18.5276554863643,0.484953180346495,NA
1930,WT,2000,SCV099,24,7.65849142335355e-18,3.57758517371774e-15,3.56992668229438e-15,1930,3.57758517371774e-15,0.4,FALSE,3.56992668229438e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1931,WT,2000,SCV099,24,7.11448765359819e-18,0.277853095,0.277853095,1931,0.277853095,0.4,FALSE,0.277853095,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
