Cell,Mutation,MOI,dataSet,SCALING_timeRange,SCALING_intensityMin,SCALING_intensityMax,SCALING_intensityRange,DEC_dataInputName,DEC_intensityMaximum,DEC_threshold_minimum_for_intensity_maximum,DEC_test_minimum_for_intensity_maximum,DEC_intensityRange,DEC_threshold_intensity_range,DEC_test_intensity_range,DEC_decisonSteps,DEC_decision,SM_maximum_N_Estimate,SM_maximum_Std_Error,SM_maximum_t_value,SM_maximum_Pr_t,SM_slopeParam_N_Estimate,SM_slopeParam_Std_Error,SM_slopeParam_t_value,SM_slopeParam_Pr_t,SM_midPoint_N_Estimate,SM_midPoint_Std_Error,SM_midPoint_t_value,SM_midPoint_Pr_t,SM_residual_Sum_of_Squares,SM_log_likelihood,SM_AIC_value,SM_BIC_value,SM_isThisaFit,SM_startVector_maximum,SM_startVector_slopeParam,SM_startVector_midPoint,SM_model,SM_additionalParameters,SM_maximum_Estimate,SM_slopeParam_Estimate,SM_midPoint_Estimate,SM_dataInputName,SM_betterFit,SM_correctFit,SM_totalFit,SM_maximum_x,SM_maximum_y,SM_midPoint_x,SM_midPoint_y,SM_slope,SM_incrementTime,SM_startPoint_x,SM_startPoint_y,SM_reachMaximum_x,SM_reachMaximum_y,DSM_finalAsymptoteIntensityRatio_N_Estimate,DSM_finalAsymptoteIntensityRatio_Std_Error,DSM_finalAsymptoteIntensityRatio_t_value,DSM_finalAsymptoteIntensityRatio_Pr_t,DSM_maximum_N_Estimate,DSM_maximum_Std_Error,DSM_maximum_t_value,DSM_maximum_Pr_t,DSM_slope1Param_N_Estimate,DSM_slope1Param_Std_Error,DSM_slope1Param_t_value,DSM_slope1Param_Pr_t,DSM_midPoint1Param_N_Estimate,DSM_midPoint1Param_Std_Error,DSM_midPoint1Param_t_value,DSM_midPoint1Param_Pr_t,DSM_slope2Param_N_Estimate,DSM_slope2Param_Std_Error,DSM_slope2Param_t_value,DSM_slope2Param_Pr_t,DSM_midPointDistanceParam_N_Estimate,DSM_midPointDistanceParam_Std_Error,DSM_midPointDistanceParam_t_value,DSM_midPointDistanceParam_Pr_t,DSM_residual_Sum_of_Squares,DSM_log_likelihood,DSM_AIC_value,DSM_BIC_value,DSM_isThisaFit,DSM_startVector_finalAsymptoteIntensityRatio,DSM_startVector_maximum,DSM_startVector_slope1Param,DSM_startVector_midPoint1Param,DSM_startVector_slope2Param,DSM_startVector_midPointDistanceParam,DSM_model,DSM_additionalParameters,DSM_finalAsymptoteIntensityRatio_Estimate,DSM_maximum_Estimate,DSM_slope1Param_Estimate,DSM_midPoint1Param_Estimate,DSM_slope2Param_Estimate,DSM_midPointDistanceParam_Estimate,DSM_dataInputName,DSM_betterFit,DSM_correctFit,DSM_totalFit,DSM_maximum_x,DSM_maximum_y,DSM_midPoint1_x,DSM_midPoint1_y,DSM_midPoint2_x,DSM_midPoint2_y,DSM_slope1,DSM_slope2,DSM_finalAsymptoteIntensity,DSM_incrementTime,DSM_startPoint_x,DSM_startPoint_y,DSM_reachMaximum_x,DSM_warning_reachMaximum_cor,DSM_reachMaximum_y,DSM_decrementTime,DSM_startDeclinePoint_x,DSM_startDeclinePoint_y,DSM_endDeclinePoint_x,DSM_endDeclinePoint_y,DEC_test_name,DEC_test_sm_modelCheck,DEC_test_dsm_modelCheck,DEC_test_dataScalingParameters,DEC_test_sigmoidalFit,DEC_test_doublesigmoidalFit,DEC_test_sigmoidalAdditionalParameters,DEC_test_doublesigmoidalAdditionalParameters,DEC_threshold_AIC,DEC_sigmoidalAIC,DEC_test_sigmoidalAIC,DEC_doublesigmoidalAIC,DEC_test_doublesigmoidalAIC,DEC_dsm_maximum_x,DEC_timeRange,DEC_test_dsm_maximum_x,DEC_sm_tmax_IntensityRatio,DEC_threshold_sm_tmax_IntensityRatio,DEC_test_sm_tmax_IntensityRatio,DEC_dsm_tmax_IntensityRatio,DEC_threshold_dsm_tmax_IntensityRatio,DEC_test_dsm_tmax_IntensityRatio,DEC_sm_startPoint_x,DEC_test_sm_startPoint_x,DEC_dsm_startPoint_x,DEC_test_dsm_startPoint_x,DEC_sm_startIntensity,DEC_threshold_t0_max_int,DEC_test_sm_startIntensity,DEC_dsm_startIntensity,DEC_test_dsm_startIntensity,COMB_maximum_x,COMB_maximum_y,COMB_midPoint1_x,COMB_midPoint1_y,COMB_midPoint2_x,COMB_midPoint2_y,COMB_slope1,COMB_slope2,COMB_finalAsymptoteIntensity,COMB_incrementTime,COMB_startPoint_x,COMB_startPoint_y,COMB_reachMaximum_x,COMB_reachMaximum_y,COMB_decrementTime,COMB_startDeclinePoint_x,COMB_startDeclinePoint_y,COMB_endDeclinePoint_x,COMB_endDeclinePoint_y,DSM_warning_startDeclinePoint_cor
1658,WT,2000,SCV098,24,1.79800150110912e-15,0.156627701,0.156627700999998,1658,0.156627701,0.4,FALSE,0.156627700999998,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1659,WT,2000,SCV098,24,1.81693266404852e-15,0.154674763,0.154674762999998,1659,0.154674763,0.4,FALSE,0.154674762999998,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,WT,2000,SCV098,24,2.01698278542608e-18,3.87428142955735e-15,3.87226444677193e-15,1660,3.87428142955735e-15,0.4,FALSE,3.87226444677193e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,WT,2000,SCV098,24,2.8291018679738e-18,3.58881028626863e-15,3.58598118440066e-15,1661,3.58881028626863e-15,0.4,FALSE,3.58598118440066e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1662,WT,2000,SCV098,24,9.93035730207339e-17,1.809807805,1.809807805,1662,1.809807805,0.4,TRUE,1.809807805,0.1,TRUE,1c_8_9,double_sigmoidal,0.558447646962747,0.0324851605171953,17.1908538567062,4.47777774221672e-20,78.1566753337603,76.6882237752936,1.01914833185822,0.314257366494728,0.205637747438988,0.0141865882372341,14.4952221069807,1.63161589031912e-17,1.53581859877648,10.6265797076911,-13.2531594153823,-6.20835895260802,TRUE,0.325354936346412,84.202684862474,0.498273229296319,1,TRUE,1.01068291015706,3.25652813890668,4.93530593853571,1662,5,20,21,NA,1.01068291015706,4.93530593853571,0.505341455078532,0.822829334109642,1.2283019919929,4.32115494253926,0,5.54945693453216,1.01068291015706,0.542222309307874,0.0700652621351192,7.73881796463147,3.00855345256755e-09,0.933642114694118,0.108177185411611,8.63067486126242,2.16308377082108e-10,36.9451174907596,16.9290318684295,2.18235264590987,0.0355071285374577,0.235167477639511,0.016517925951519,14.2371069061418,1.37194281109261e-16,180,229.625327631113,0.783885653455289,0.438096842933178,0.128997077279328,0.0255043438117581,5.05784733108317,1.17954431644652e-05,0.957238292073327,20.7910583287017,-27.5821166574034,-15.2537158475485,TRUE,0.485314684920013,1.21076534204185,38.0273891814449,0.198385240007192,61.0613906463562,0.151854119200725,1,TRUE,0.542222309307874,1.68971278625012,1.53937989544832,5.64401946334826,7.5,3.09592985470387,1662,4,20,43,8.03564867196348,1.68971278625012,5.60568887214097,0.84485675237474,8.74563052618547,1.30295653147233,0.669457115172004,-1.4762472947442,0.916199969027582,2.52400452240467,4.34368661093863,0,6.8676911333433,NA,1.68971278625012,0.523972385911517,8.48364433322971,1.68971278625012,9.00761671914123,0.916199969027582,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-13.2531594153823,TRUE,-27.5821166574034,TRUE,8.03564867196348,24,TRUE,1,0.85,TRUE,0.542222309307874,0.75,TRUE,4.32115494253926,TRUE,4.34368661093863,TRUE,1.05840084725122e-07,0.05,TRUE,0.00029340348247382,TRUE,8.03564867196348,1.68971278625012,5.60568887214097,0.84485675237474,8.74563052618547,1.30295653147233,0.669457115172004,-1.4762472947442,0.916199969027582,2.52400452240467,4.34368661093863,0,6.8676911333433,1.68971278625012,0.523972385911517,8.48364433322971,1.68971278625012,9.00761671914123,0.916199969027582,NA
1663,WT,2000,SCV098,24,1.81763704263665e-15,0.32545699,0.325456989999998,1663,0.32545699,0.4,FALSE,0.325456989999998,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1664,WT,2000,SCV098,24,2.91826848173514e-17,0.439980392,0.439980392,1664,0.439980392,0.4,TRUE,0.439980392,0.1,TRUE,1c_4b_5b_7,ambiguous,1.5,30.7070691510369,0.0488486866858587,0.961282982825622,180,1849.57066757134,0.0973198824764868,0.922958381178202,0.996348539328387,0.295661913287335,3.36989140146739,0.00167570500590691,0.144723967937305,61.4093764947909,-114.818752989582,-107.773952526808,TRUE,1.14675126587972,10.1241052242392,0.948551329423208,1,TRUE,0.659970588,7.5,23.9123649438813,1664,3,20,26,NA,0.659970588,23.9123649438813,0.329985294,1.2374448525,0.533333333333333,23.6456982772146,0,24.179031610548,0.659970588,0.0848192648901879,1888797.12253312,4.49064983625315e-08,0.999999964411049,0.303210452155391,6752039.57602575,4.49064980649684e-08,0.999999964411049,0.01,6608.60574719955,1.5131784800807e-06,0.999998800787484,-0.0680231797123005,3528222.32286951,-1.92797316856657e-08,0.999999984720576,9.55972124963422,3020.08328549736,0.00316538331758618,0.997491399176047,0.04,3528221.75173098,1.13371558860708e-08,0.999999991015165,1.08411702551834,18.1149796919297,-22.2299593838594,-9.90155857400444,TRUE,0.736775750527158,0.311133735068142,0.841017978575546,-0.0656944629899227,1.32332486659987,0.16330296845641,1,TRUE,0.0848192648901879,0.133406653597826,0.000416666666666667,-1.63255631309521,0.398321718734759,0.96,1664,4,20,64,-3.55121215190126,0.133406653597826,-2651.99424216382,0.0875438453727372,-0.650093530352885,0.0914341196633474,2.73964165011427e-05,-0.0160111985172499,0.0113154542896276,4869.49282554022,-5086.74065493393,0,-217.247829393715,NA,0.133406653597826,7.62536290938257,-3.55121215190126,0.133406653597826,3.1625879243384,0.0113154542896276,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-114.818752989582,TRUE,-22.2299593838594,TRUE,-3.55121215190126,24,TRUE,0.658645273846784,0.85,FALSE,0.0848846765494601,0.75,TRUE,23.6456982772146,TRUE,-5086.74065493393,FALSE,8.54994849393107e-79,0.05,TRUE,0.0810877405348667,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1665,WT,2000,SCV098,24,7.3292476660572e-17,3.63781331872385e-15,3.56452084206328e-15,1665,3.63781331872385e-15,0.4,FALSE,3.56452084206328e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1666,WT,2000,SCV098,24,5.11720988666639e-17,1.296955119,1.296955119,1666,1.296955119,0.4,TRUE,1.296955119,0.1,TRUE,1c_8_9,double_sigmoidal,0.801053312649963,0.0241377849755033,33.1866951943987,9.96184102479198e-31,30.3334013681658,9.30945663306925,3.25834284037748,0.00228964949229438,0.223313056246434,0.0113427779792715,19.6876864428212,3.45784977351007e-22,0.744268833895869,26.2015344905828,-44.4030689811657,-37.3582685183914,TRUE,1,1,0.33,1,TRUE,1.03893019443328,1.26389172367357,5.35951334991441,1666,1,20,24,NA,1.03893019443328,5.35951334991441,0.519465097216639,0.328273818554699,3.16482806642152,3.77709931670365,0,6.94192738312517,1.03893019443328,0.470846252252911,0.36266392564702,1.29829911098239,0.20221911224128,0.913191315678876,0.0276955349325933,32.9725104751161,4.93192649182874e-29,21.6069540657739,3.94022561840976,5.48368447857924,3.14165342344386e-06,0.243673662969932,0.0103348014334338,23.577972401253,6.90958969183384e-24,9.90560404568816,7.90283981294768,1.2534233617464,0.217914456856691,0.63,0.139514933047054,4.51564564624432,6.22830032867058e-05,0.289461550864581,46.5057008241443,-79.0114016482886,-66.6830008384337,TRUE,0.438959858380258,1.21893677031621,170.427957206329,0.749130663187243,160.97158286009,0.544761826223694,1,TRUE,0.470846252252911,1.18436815149606,0.900289752740578,5.84816791127837,0.412733501903673,15.12,1666,3,20,54,11.2018418282618,1.18436815149606,5.79604703858504,0.592181447131785,21.0908458824949,0.871011746197971,0.272355194464816,-0.0663028270305362,0.557655305419629,4.34861598224102,3.62173904746453,0,7.97035502970555,NA,1.18436815149606,9.45227939960685,16.3647061826915,1.18436815149606,25.8169855822983,0.557655305419629,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-44.4030689811657,TRUE,-79.0114016482886,TRUE,11.2018418282618,24,TRUE,0.999999999941357,0.85,TRUE,0.59162343704454,0.75,TRUE,3.77709931670365,TRUE,3.62173904746453,TRUE,0.00118644281570883,0.05,TRUE,0.00624778558307866,TRUE,11.2018418282618,1.18436815149606,5.79604703858504,0.592181447131785,21.0908458824949,0.871011746197971,0.272355194464816,-0.0663028270305362,0.557655305419629,4.34861598224102,3.62173904746453,0,7.97035502970555,1.18436815149606,9.45227939960685,16.3647061826915,1.18436815149606,25.8169855822983,0.557655305419629,NA
1667,WT,2000,SCV098,24,1.82171249143373e-15,1.525516869,1.525516869,1667,1.525516869,0.4,TRUE,1.525516869,0.1,TRUE,1c_6_8,sigmoidal,0.909986952495933,0.0186708265203151,48.7384396992712,3.04045839862925e-37,14.6753714985991,1.97464224377407,7.4319140820924,4.7282909923902e-09,0.285491181839071,0.0099396626105322,28.7224217788399,2.56496145507815e-28,0.31428812131336,44.7365158545256,-81.4730317090512,-74.428231246277,TRUE,0.815853411890566,115.263817006054,0.0738627909426577,1,TRUE,1.38820044660245,0.611473812441628,6.85178836413769,1667,2,20,22,NA,1.38820044660245,6.85178836413769,0.694100223301224,0.212212054879293,6.54157204873241,3.58100233977149,0,10.1225743885039,1.38820044660245,0.974413429992593,0.0503083046074852,19.3688385564798,5.85342403205319e-21,0.923760244899705,0.0429562031600716,21.5046995996693,1.66083963497909e-22,13.8913433842712,2.14570546236697,6.47402154112401,1.43694595123064e-07,0.290311474246916,0.012326642649357,23.5515446099235,7.18416807484527e-24,180,3577.95740749993,0.050308033187509,0.960147531445398,0.441365237615358,0.113714580584654,3.88134252745878,0.000412791664624087,0.311165542801041,44.9511952133986,-75.9023904267973,-63.5739896169424,TRUE,0.797225338872522,1.06782444063574,152.82360174262,0.79704392175423,94.3381393262465,0.540565262874588,1,TRUE,0.974413429992593,1.40921183650607,0.578805974344635,6.96747538192598,7.5,10.5927657027686,1667,4,20,153,16.4839623977981,1.40921183650607,6.95245936009545,0.70460744235334,17.5608230514371,1.39118341588088,0.204801644840269,-0.0677317011717656,1.37315493919604,6.88086190716466,3.51202840651312,0,10.3928903136778,NA,1.40921183650607,0.532348910277479,17.2946485962984,1.40921183650607,17.8269975065758,1.37315493919604,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-81.4730317090512,TRUE,-75.9023904267973,TRUE,16.4839623977981,24,TRUE,0.999972067237605,0.85,TRUE,0.974413429992593,0.75,FALSE,3.58100233977149,TRUE,3.51202840651312,TRUE,0.0207187073275919,0.05,TRUE,0.0246495257029931,TRUE,NA,1.38820044660245,6.85178836413769,0.694100223301224,NA,NA,0.212212054879293,NA,NA,6.54157204873241,3.58100233977149,0,10.1225743885039,1.38820044660245,NA,NA,NA,NA,NA,NA
1668,WT,2000,SCV098,24,4.11164064193144e-17,0.349220644,0.349220644,1668,0.349220644,0.4,FALSE,0.349220644,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1669,WT,2000,SCV098,24,2.25534586648066e-15,1.110773065,1.110773065,1669,1.110773065,0.4,TRUE,1.110773065,0.1,TRUE,1c_3a_8,double_sigmoidal,0.655012376020411,0.0413413171745707,15.8440132242161,7.78092168755117e-19,77.1656460399278,79.8721619335851,0.96611440296423,0.339792093331459,0.222016169244576,0.0153635023836068,14.4508825983242,1.80928143094882e-17,2.43213800924076,0.742875300747477,6.51424939850505,13.5590498612793,TRUE,0.67903326144442,9.70727249166463,0.190716407857835,1,TRUE,0.727570104525125,3.21523525166366,5.32838806186982,1669,5,20,23,NA,0.727570104525125,5.32838806186982,0.363785052262563,0.584827262031449,1.24407692965244,4.7063495970436,0,5.95042652669604,0.727570104525125,0.285680590894495,0.0340253904932504,8.39610028725947,4.28486554931311e-10,0.872424340220374,0.0173694997447052,50.2273728687159,1.19635040981371e-35,40.9436082552551,6.39721600778828,6.40022287904744,1.80677210894573e-07,0.238118020539626,0.00438286654943246,54.3292883445105,6.80543768506376e-37,25.7908422732239,5.42950419827872,4.75012843371596,3.04463899576145e-05,0.522879256185518,0.0106742561550439,48.9850766733231,2.98184545349018e-35,0.15710308040778,59.6447877679702,-105.28957553594,-92.9611747260855,TRUE,0.33815540233627,1.43800265751779,133.199295490864,0.279862827467732,163.655113177046,0.598079520484898,1,TRUE,0.285680590894495,0.969065458367188,1.70598367730229,5.71483249295103,1.074618428051,12.5491021484524,1669,4,20,50,10.730973836599,0.969065458367188,5.71425149210285,0.484532721166694,18.2648596032722,0.622954315465422,0.413506561007064,-0.186061119669678,0.276843192761783,2.34353103372073,4.54248597524249,0,6.88601700896322,NA,0.969065458367188,3.72040255822568,16.4046583241594,0.969065458367188,20.125060882385,0.276843192761783,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,6.51424939850505,FALSE,-105.28957553594,TRUE,10.730973836599,24,TRUE,1,0.85,TRUE,0.287180859737137,0.75,TRUE,4.7063495970436,TRUE,4.54248597524249,TRUE,2.63956638519217e-08,0.05,TRUE,5.65494368828004e-05,TRUE,10.730973836599,0.969065458367188,5.71425149210285,0.484532721166694,18.2648596032722,0.622954315465422,0.413506561007064,-0.186061119669678,0.276843192761783,2.34353103372073,4.54248597524249,0,6.88601700896322,0.969065458367188,3.72040255822568,16.4046583241594,0.969065458367188,20.125060882385,0.276843192761783,NA
1670,WT,2000,SCV098,24,4.89392827497795e-17,0.337660411,0.337660411,1670,0.337660411,0.4,FALSE,0.337660411,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1671,WT,2000,SCV098,24,3.32804493606091e-17,0.254027349,0.254027349,1671,0.254027349,0.4,FALSE,0.254027349,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1672,WT,2000,SCV098,24,1.31453990936279e-17,3.84904784873337e-15,3.83590244963974e-15,1672,3.84904784873337e-15,0.4,FALSE,3.83590244963974e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
